Transaction_ID,Date,Region,Product_Variant,Channel,Unit_Price,Units_Sold,Marketing_Spend,Logistics_Delay,Customer_Score
RB01895,2023-09-03,ASIA-PACIFIC,Original Blue,f1 sponsorship,80,388,39757.03,2,8.0
RB07805,2023-06-13,USA-EAST,Red Edition,TV Ad,75,491,59215.3,4,5.0
RB04539,2023-11-24,USA-EAST,Tropical Edition,TV Ad,85,357,40856.41,1,7.0
RB05571,2023-08-24,USA-WEST,Original Blue,TV Ad,80,630,8523.77,3,5.0
RB04900,2023-12-04,TH-SOUTH,Red Edition,Social Media,75,515,53378.31,2,7.0
RB06650,2023-05-04,TH-CENTRAL,Tropical Edition,in-store promo,85,575,10431.14,0,6.0
RB05004,2023-01-26,TH-CENTRAL,Krating Daeng 250,in-store promo,60,630,13636.04,3,7.0
RB08427,2024-04-06,TH-SOUTH,Krating Daeng 250,f1 sponsorship,60,589,8130.28,1,5.0
RB00165,2023-12-28,TH-NORTH,Tropical Edition,f1 sponsorship,85,625,45755.29,2,9.0
RB08969,2023-10-10,TH-CENTRAL,Red Edition,TV Ad,75,717,5786.32,0,5.0
RB03669,2023-07-30,TH-CENTRAL,Original Blue,TV Ad,80,613,5864.71,3,9.0
RB03809,2023-08-28,TH-SOUTH,Sugarfree,in-store promo,90,661,59082.99,2,6.0
RB08691,2023-04-26,TH-NORTH,Sugarfree,extreme sports,90,663,9386.21,1,6.0
RB00668,2024-03-05,ASIA-PACIFIC,Red Edition,extreme sports,75,530,32658.19,0,6.0
RB04955,2024-11-06,TH-NORTH,Sugarfree,Social Media,90,667,29673.7,2,9.0
RB01987,2023-01-25,TH-EAST,Tropical Edition,in-store promo,85,663,27153.93,4,2.0
RB04235,2023-10-13,USA-WEST,Tropical Edition,Social Media,85,553,32658.19,2,6.0
RB06169,2024-02-22,TH-NORTH,Original Blue,Social Media,80,421,35437.9,5,9.0
RB01030,2024-03-10,TH-CENTRAL,Red Edition,f1 sponsorship,75,557,55989.19,1,8.0
RB09312,2023-11-04,TH-SOUTH,Red Edition,TV Ad,75,444,30825.51,3,5.0
RB02294,2023-06-07,USA-EAST,Red Edition,extreme sports,75,681,27663.77,2,8.0
RB01551,2024-01-02,TH-NORTH,Red Edition,Social Media,75,538,14846.86,2,9.0
RB08404,2024-08-09,USA-EAST,Krating Daeng 250,Social Media,60,8590,58193.69,4,7.0
RB05312,2024-04-20,TH-CENTRAL,Tropical Edition,in-store promo,85,491,43810.67,2,3.0
RB06184,2024-11-17,TH-CENTRAL,Tropical Edition,f1 sponsorship,85,502,19670.93,2,6.0
RB09136,2024-07-21,EUROPE-EU,Sugarfree,in-store promo,90,509,8797.37,2,6.0
RB04415,2024-11-30,TH-CENTRAL,Tropical Edition,extreme sports,85,646,26126.38,3,2.0
RB07318,2023-05-26,TH-NORTH,Tropical Edition,extreme sports,85,535,32658.19,1,10.0
RB06294,2024-10-15,TH-SOUTH,Krating Daeng 250,f1 sponsorship,60,461,7197.83,2,5.0
RB07163,2023-11-20,USA-EAST,Sugarfree,Social Media,90,703,30675.0,1,10.0
RB06557,2023-05-13,TH-EAST,Tropical Edition,f1 sponsorship,85,646,43865.48,3,7.0
RB03832,2024-10-22,TH-CENTRAL,Sugarfree,f1 sponsorship,90,541,12890.26,5,6.0
RB07682,2023-01-22,EUROPE-EU,Sugarfree,Social Media,90,639,8195.99,2,7.0
RB04143,2023-03-18,TH-NORTH,Krating Daeng 250,extreme sports,60,465,13382.78,2,6.0
RB03373,2024-01-07,TH-SOUTH,Krating Daeng 250,f1 sponsorship,60,302,57056.03,2,1.0
RB01244,2023-01-06,TH-SOUTH,Original Blue,f1 sponsorship,80,596,37575.41,5,10.0
RB04938,2023-03-27,USA-WEST,Tropical Edition,Social Media,85,603,23685.26,1,6.0
RB02811,2023-01-10,TH-CENTRAL,Original Blue,in-store promo,80,386,39655.71,5,4.0
RB05275,2024-12-10,TH-NORTH,Sugarfree,TV Ad,90,580,31875.99,0,3.0
RB03957,2024-04-14,USA-EAST,Original Blue,f1 sponsorship,80,465,26631.42,2,8.0
RB07350,2024-04-01,TH-NORTH,Red Edition,extreme sports,75,431,26560.47,3,6.0
RB01995,2024-01-30,USA-WEST,Tropical Edition,f1 sponsorship,85,605,6518.72,3,9.0
RB00274,2023-01-29,EUROPE-EU,Sugarfree,f1 sponsorship,90,400,9689.83,0,6.0
RB06931,2023-02-02,USA-EAST,Red Edition,in-store promo,75,605,14064.85,2,9.0
RB02940,2023-07-26,ASIA-PACIFIC,Sugarfree,extreme sports,90,485,50478.54,2,5.0
RB02577,2023-10-01,TH-NORTH,Red Edition,TV Ad,75,678,46282.44,0,9.0
RB09139,2023-03-14,TH-SOUTH,Sugarfree,Social Media,90,412,17978.1,0,6.0
RB00242,2023-01-24,TH-EAST,Tropical Edition,extreme sports,85,425,26900.97,2,1.0
RB02364,2024-07-23,TH-NORTH,Red Edition,f1 sponsorship,75,397,23271.57,2,7.0
RB00489,2024-08-24,TH-CENTRAL,Krating Daeng 250,in-store promo,60,631,29574.3,3,6.0
RB07747,2023-09-10,TH-SOUTH,Sugarfree,Social Media,90,355,11757.41,1,3.0
RB05614,2024-11-25,TH-EAST,Original Blue,f1 sponsorship,80,548,39283.01,3,7.0
RB00011,2023-08-26,TH-CENTRAL,Original Blue,f1 sponsorship,80,548,27167.47,4,7.0
RB04579,2024-11-06,TH-CENTRAL,Original Blue,in-store promo,80,385,33190.74,2,6.0
RB01225,2024-12-24,TH-NORTH,Krating Daeng 250,extreme sports,60,559,32658.19,2,7.0
RB02440,2024-07-03,TH-CENTRAL,Krating Daeng 250,Social Media,60,549,42804.08,3,3.0
RB08026,2023-05-04,USA-EAST,Sugarfree,Social Media,90,10260,8195.21,3,6.0
RB08937,2024-03-01,USA-EAST,Tropical Edition,in-store promo,85,576,52602.13,2,7.0
RB07730,2024-06-12,USA-WEST,Red Edition,TV Ad,75,223,52746.86,2,2.0
RB07929,2024-11-18,EUROPE-EU,Krating Daeng 250,TV Ad,60,611,46076.59,2,10.0
RB06126,2023-12-13,TH-NORTH,Red Edition,extreme sports,75,432,36106.8,3,3.0
RB01763,2024-03-24,TH-SOUTH,Sugarfree,Social Media,90,633,51561.87,2,10.0
RB00691,2024-04-07,USA-EAST,Red Edition,f1 sponsorship,75,609,14698.75,3,8.0
RB05135,2023-06-22,USA-EAST,Krating Daeng 250,extreme sports,60,240,39646.25,1,7.0
RB06135,2024-03-15,ASIA-PACIFIC,Original Blue,extreme sports,80,664,19590.74,0,10.0
RB07461,2023-08-22,EUROPE-EU,Tropical Edition,extreme sports,85,604,37203.71,3,8.0
RB02534,2024-10-12,TH-NORTH,Sugarfree,extreme sports,90,432,6007.19,5,7.0
RB03400,2023-08-03,USA-EAST,Krating Daeng 250,extreme sports,60,825,7560.38,1,6.0
RB04086,2024-10-27,TH-CENTRAL,Tropical Edition,TV Ad,85,528,58541.45,2,8.0
RB05858,2024-09-14,TH-EAST,Sugarfree,extreme sports,90,533,54206.23,3,6.0
RB00117,2023-02-03,USA-EAST,Krating Daeng 250,in-store promo,60,374,48575.76,5,6.0
RB07190,2024-03-17,USA-EAST,Krating Daeng 250,in-store promo,60,521,51397.26,3,6.0
RB03039,2024-04-03,EUROPE-EU,Krating Daeng 250,f1 sponsorship,60,712,15908.78,2,5.0
RB09206,2024-03-02,TH-NORTH,Sugarfree,extreme sports,90,484,13356.79,3,9.0
RB05680,2024-04-06,TH-CENTRAL,Sugarfree,TV Ad,90,654,32658.19,4,4.0
RB02327,2023-07-11,TH-CENTRAL,Red Edition,Social Media,75,413,54189.65,1,3.0
RB05939,2024-01-10,TH-NORTH,Original Blue,extreme sports,80,861,59892.09,2,9.0
RB05895,2024-07-27,TH-EAST,Krating Daeng 250,in-store promo,60,607,7604.19,4,8.0
RB04712,2023-08-12,USA-EAST,Tropical Edition,Social Media,85,600,5734.32,5,6.0
RB06103,2023-05-29,USA-EAST,Red Edition,TV Ad,75,343,41250.9,0,8.0
RB05607,2023-01-24,ASIA-PACIFIC,Sugarfree,TV Ad,90,520,54265.17,3,6.0
RB00609,2023-04-10,EUROPE-EU,Original Blue,in-store promo,80,586,19934.55,5,8.0
RB00051,2024-01-12,TH-NORTH,Tropical Edition,in-store promo,85,593,56824.48,3,6.0
RB06068,2023-05-21,USA-EAST,Krating Daeng 250,Social Media,60,609,27274.06,5,7.0
RB04452,2023-04-11,USA-EAST,Tropical Edition,f1 sponsorship,85,734,23425.43,2,6.0
RB01355,2024-12-20,TH-NORTH,Krating Daeng 250,TV Ad,60,404,41439.39,3,5.0
RB00970,2023-06-18,ASIA-PACIFIC,Tropical Edition,f1 sponsorship,85,478,32658.19,0,8.0
RB07830,2023-01-14,TH-SOUTH,Red Edition,extreme sports,75,639,37069.37,3,9.0
RB09190,2023-02-13,TH-NORTH,Tropical Edition,extreme sports,85,539,32658.19,2,7.0
RB07475,2023-03-31,ASIA-PACIFIC,Krating Daeng 250,extreme sports,60,600,55539.64,2,9.0
RB06943,2023-01-24,TH-SOUTH,Sugarfree,extreme sports,90,334,28764.25,5,6.0
RB07518,2023-06-11,TH-NORTH,Krating Daeng 250,TV Ad,60,567,14236.37,2,7.0
RB01823,2023-12-26,TH-CENTRAL,Original Blue,f1 sponsorship,80,662,28579.47,3,1.0
RB04522,2023-11-29,ASIA-PACIFIC,Krating Daeng 250,f1 sponsorship,60,579,6030.19,2,6.0
RB08154,2023-05-20,TH-SOUTH,Krating Daeng 250,extreme sports,60,681,53897.86,4,8.0
RB01212,2024-07-08,USA-EAST,Tropical Edition,TV Ad,85,562,13204.14,0,6.0
RB05889,2023-09-10,TH-NORTH,Tropical Edition,extreme sports,85,543,41831.97,3,6.0
RB00128,2024-06-06,TH-CENTRAL,Red Edition,in-store promo,75,731,16440.67,3,5.0
RB01509,2024-03-29,EUROPE-EU,Sugarfree,extreme sports,90,497,31010.86,4,4.0
RB07305,2024-12-12,USA-EAST,Krating Daeng 250,Social Media,60,469,11859.65,1,4.0
RB03183,2024-11-18,TH-EAST,Original Blue,in-store promo,80,577,57553.81,2,6.0
RB01180,2024-01-01,TH-NORTH,Sugarfree,in-store promo,90,518,46788.62,3,8.0
RB00469,2023-12-13,TH-CENTRAL,Tropical Edition,extreme sports,85,754,12163.41,2,3.0
RB06381,2024-09-21,USA-EAST,Krating Daeng 250,f1 sponsorship,60,462,50712.4,1,3.0
RB05687,2024-01-31,TH-CENTRAL,Original Blue,TV Ad,80,634,33994.91,2,7.0
RB08275,2023-11-12,USA-EAST,Red Edition,in-store promo,75,726,13238.68,1,5.0
RB09224,2024-01-24,TH-CENTRAL,Tropical Edition,Social Media,85,611,21240.59,3,10.0
RB04144,2023-06-14,USA-EAST,Tropical Edition,in-store promo,85,618,36597.2,5,10.0
RB00781,2024-05-08,TH-CENTRAL,Krating Daeng 250,in-store promo,60,461,33837.0,5,9.0
RB04311,2024-08-06,EUROPE-EU,Red Edition,in-store promo,75,257,38808.72,1,6.0
RB04391,2023-03-07,USA-EAST,Red Edition,TV Ad,75,502,23693.66,2,6.0
RB01129,2024-05-28,TH-EAST,Original Blue,extreme sports,80,392,38083.42,3,6.0
RB05300-DUP,2023-08-30,TH-CENTRAL,Tropical Edition,in-store promo,85,731,59229.52,0,5.0
RB07155,2023-02-21,TH-SOUTH,Tropical Edition,TV Ad,85,497,23224.2,0,7.0
RB02268,2023-08-31,USA-EAST,Sugarfree,TV Ad,90,539,43349.47,5,8.0
RB05379,2024-05-04,TH-NORTH,Tropical Edition,TV Ad,85,668,54494.13,4,7.0
RB07034,2023-10-23,TH-NORTH,Tropical Edition,in-store promo,85,480,54354.97,1,6.0
RB04838,2024-05-01,EUROPE-EU,Red Edition,f1 sponsorship,75,746,12034.88,3,8.0
RB08963,2024-03-05,TH-SOUTH,Red Edition,Social Media,75,766,54179.05,1,8.0
RB06714,2024-10-10,TH-NORTH,Red Edition,Social Media,75,672,9956.13,1,6.0
RB03671,2024-10-20,USA-EAST,Sugarfree,TV Ad,90,426,53127.95,4,1.0
RB08450,2024-10-18,TH-NORTH,Sugarfree,in-store promo,90,700,58014.76,2,5.0
RB08037,2023-02-12,EUROPE-EU,Sugarfree,in-store promo,90,444,45357.02,1,5.0
RB02500,2024-03-13,TH-CENTRAL,Red Edition,TV Ad,75,461,32394.98,2,7.0
RB08372,2023-06-29,TH-NORTH,Sugarfree,TV Ad,90,681,13519.33,2,10.0
RB08178,2023-05-24,USA-EAST,Red Edition,in-store promo,75,673,16053.05,2,5.0
RB06130,2023-10-12,TH-NORTH,Sugarfree,TV Ad,90,651,19218.07,4,7.0
RB02830,2024-02-18,TH-CENTRAL,Krating Daeng 250,Social Media,60,388,12823.27,5,3.0
RB09248,2023-07-31,EUROPE-EU,Original Blue,TV Ad,80,583,31982.2,2,7.0
RB07531,2024-08-08,TH-EAST,Sugarfree,Social Media,90,612,33455.47,0,9.0
RB02483,2024-09-24,ASIA-PACIFIC,Original Blue,in-store promo,80,687,56715.75,2,3.0
RB04439,2024-08-03,TH-SOUTH,Red Edition,in-store promo,75,502,27428.91,2,6.0
RB06391-DUP,2024-09-02,TH-EAST,Krating Daeng 250,extreme sports,60,528,56288.88,4,2.0
RB06892,2024-10-01,USA-EAST,Krating Daeng 250,f1 sponsorship,60,673,54334.61,1,8.0
RB06293,2024-11-09,TH-EAST,Krating Daeng 250,f1 sponsorship,60,392,18251.5,3,9.0
RB01236,2023-06-10,TH-NORTH,Krating Daeng 250,TV Ad,60,550,38306.37,2,7.0
RB05812,2024-05-14,EUROPE-EU,Original Blue,extreme sports,80,523,46874.87,2,10.0
RB00541,2023-12-31,TH-SOUTH,Tropical Edition,extreme sports,85,564,24121.5,3,9.0
RB09161,2023-09-29,ASIA-PACIFIC,Sugarfree,in-store promo,90,734,33372.66,2,7.0
RB09314,2024-09-11,TH-CENTRAL,Original Blue,extreme sports,80,666,48138.46,4,5.0
RB07874,2024-07-03,TH-CENTRAL,Original Blue,Social Media,80,414,50693.08,3,8.0
RB01527,2024-02-03,TH-NORTH,Krating Daeng 250,TV Ad,60,467,32778.15,5,7.0
RB03845,2024-06-20,TH-CENTRAL,Krating Daeng 250,in-store promo,60,666,32658.19,5,1.0
RB02028,2024-05-01,TH-EAST,Red Edition,extreme sports,75,517,40983.11,3,6.0
RB03807,2023-09-04,TH-CENTRAL,Original Blue,Social Media,80,537,54162.29,5,6.0
RB09145,2024-11-26,USA-WEST,Krating Daeng 250,TV Ad,60,513,57573.34,5,6.0
RB02634,2023-04-01,USA-EAST,Sugarfree,extreme sports,90,711,10623.85,2,8.0
RB02051,2023-12-02,TH-NORTH,Sugarfree,extreme sports,90,489,20757.93,5,4.0
RB08123,2024-02-28,TH-NORTH,Original Blue,f1 sponsorship,80,652,34411.43,5,5.0
RB08271,2023-12-07,TH-NORTH,Sugarfree,Social Media,90,487,53360.36,3,5.0
RB08554,2023-03-12,USA-WEST,Original Blue,f1 sponsorship,80,436,12700.38,5,3.0
RB04692,2024-07-15,TH-NORTH,Red Edition,f1 sponsorship,75,471,58833.04,1,6.0
RB06312,2024-02-07,TH-NORTH,Original Blue,Social Media,80,345,32658.19,2,8.0
RB02656,2023-04-27,USA-EAST,Red Edition,f1 sponsorship,75,600,51436.93,2,4.0
RB03264,2023-01-12,USA-WEST,Original Blue,f1 sponsorship,80,662,44166.07,2,5.0
RB09275,2024-01-24,TH-CENTRAL,Tropical Edition,f1 sponsorship,85,700,7717.84,5,5.0
RB05406,2024-04-03,TH-SOUTH,Sugarfree,TV Ad,90,573,51998.7,5,6.0
RB08351,2023-01-21,TH-SOUTH,Sugarfree,Social Media,90,508,34217.08,2,8.0
RB09597,2023-05-17,TH-NORTH,Tropical Edition,extreme sports,85,695,34244.74,2,1.0
RB04248,2024-01-03,TH-SOUTH,Original Blue,f1 sponsorship,80,586,39226.45,2,5.0
RB04763,2024-11-09,TH-SOUTH,Original Blue,extreme sports,80,668,47777.12,3,5.0
RB03408,2023-12-06,EUROPE-EU,Original Blue,TV Ad,80,650,15070.34,2,5.0
RB07501,2023-05-14,TH-NORTH,Red Edition,TV Ad,75,754,25912.65,3,1.0
RB07558,2023-10-28,TH-CENTRAL,Sugarfree,Social Media,90,557,43126.58,2,4.0
RB08522,2024-09-15,EUROPE-EU,Tropical Edition,TV Ad,85,571,21897.96,2,7.0
RB03457,2023-01-17,TH-NORTH,Tropical Edition,Social Media,85,502,5748.69,1,8.0
RB01307,2024-03-30,EUROPE-EU,Original Blue,in-store promo,80,823,10805.37,2,8.0
RB01910,2023-08-27,TH-EAST,Original Blue,TV Ad,80,311,14924.91,1,7.0
RB03780,2024-07-06,EUROPE-EU,Krating Daeng 250,f1 sponsorship,60,539,23515.44,5,5.0
RB06949,2023-09-02,TH-CENTRAL,Original Blue,TV Ad,80,565,34775.23,5,1.0
RB02825,2023-12-28,EUROPE-EU,Krating Daeng 250,TV Ad,60,623,12112.24,1,5.0
RB02912,2023-01-06,TH-EAST,Red Edition,extreme sports,75,447,43412.45,1,4.0
RB05397,2023-03-27,USA-WEST,Original Blue,Social Media,80,698,12961.84,3,10.0
RB02287,2023-03-20,USA-WEST,Tropical Edition,f1 sponsorship,85,301,56672.46,4,3.0
RB05541,2024-08-17,USA-EAST,Tropical Edition,f1 sponsorship,85,586,9214.29,4,9.0
RB03136,2024-06-04,EUROPE-EU,Red Edition,TV Ad,75,677,56055.19,3,6.0
RB00921,2023-06-30,ASIA-PACIFIC,Krating Daeng 250,Social Media,60,519,44406.61,2,8.0
RB02047,2024-09-08,TH-SOUTH,Krating Daeng 250,TV Ad,60,669,20887.85,4,9.0
RB01602,2024-11-16,TH-EAST,Red Edition,f1 sponsorship,75,604,22767.19,2,4.0
RB01407,2023-09-11,TH-NORTH,Tropical Edition,extreme sports,85,494,12340.36,2,8.0
RB07901,2024-02-18,TH-CENTRAL,Sugarfree,f1 sponsorship,90,458,18796.43,2,6.0
RB09526,2023-09-01,EUROPE-EU,Red Edition,TV Ad,75,373,39586.32,3,10.0
RB03571,2024-06-05,TH-CENTRAL,Krating Daeng 250,TV Ad,60,412,33485.18,2,7.0
RB07133,2024-08-26,ASIA-PACIFIC,Original Blue,Social Media,80,590,37509.69,5,9.0
RB08015,2024-03-30,TH-NORTH,Tropical Edition,extreme sports,85,582,12123.63,3,6.0
RB09198,2024-06-17,TH-NORTH,Red Edition,f1 sponsorship,75,723,20279.36,3,3.0
RB04755,2023-09-09,TH-SOUTH,Tropical Edition,TV Ad,85,502,32658.19,0,6.0
RB04632,2024-12-08,TH-EAST,Original Blue,extreme sports,80,761,31930.75,2,8.0
RB01245,2024-05-18,TH-NORTH,Tropical Edition,f1 sponsorship,85,672,15278.13,0,4.0
RB02747,2023-01-31,TH-CENTRAL,Krating Daeng 250,Social Media,60,591,33873.07,4,9.0
RB08339,2023-01-15,USA-WEST,Tropical Edition,extreme sports,85,545,40798.69,3,10.0
RB02838,2024-03-27,TH-CENTRAL,Red Edition,in-store promo,75,539,27576.56,5,6.0
RB00842,2023-05-28,TH-CENTRAL,Krating Daeng 250,in-store promo,60,629,37912.5,1,5.0
RB00495,2023-05-28,TH-CENTRAL,Sugarfree,Social Media,90,669,13889.93,3,8.0
RB04135,2024-05-15,TH-NORTH,Red Edition,in-store promo,75,577,38174.03,4,6.0
RB03469,2024-01-30,TH-CENTRAL,Krating Daeng 250,TV Ad,60,505,14844.95,1,2.0
RB04468,2023-02-10,TH-SOUTH,Red Edition,extreme sports,75,447,45467.14,5,3.0
RB07880,2024-09-25,EUROPE-EU,Red Edition,extreme sports,75,521,44665.93,1,9.0
RB08537,2024-12-30,TH-NORTH,Krating Daeng 250,f1 sponsorship,60,622,9913.6,1,9.0
RB08460,2023-06-26,TH-CENTRAL,Tropical Edition,TV Ad,85,438,27295.12,2,7.0
RB02014,2023-09-03,TH-CENTRAL,Tropical Edition,in-store promo,85,420,43045.79,1,4.0
RB02424,2023-02-23,EUROPE-EU,Red Edition,in-store promo,75,844,40432.64,4,6.0
RB06349,2024-09-17,USA-WEST,Red Edition,Social Media,75,658,28256.37,5,6.0
RB04999-DUP,2023-09-12,TH-NORTH,Red Edition,f1 sponsorship,75,777,28201.72,1,3.0
RB01191,2024-11-29,EUROPE-EU,Sugarfree,in-store promo,90,556,33742.05,2,7.0
RB00123,2024-10-09,TH-NORTH,Sugarfree,extreme sports,90,562,15992.46,1,10.0
RB06684,2024-03-11,USA-WEST,Original Blue,f1 sponsorship,80,552,29882.73,0,3.0
RB07954,2023-01-17,TH-NORTH,Tropical Edition,f1 sponsorship,85,453,52606.98,3,7.0
RB01319,2023-03-16,TH-SOUTH,Krating Daeng 250,in-store promo,60,569,34118.89,3,10.0
RB08206,2024-12-16,TH-NORTH,Sugarfree,TV Ad,90,655,27923.56,2,5.0
RB06968,2023-03-20,TH-NORTH,Original Blue,in-store promo,80,457,20877.96,4,4.0
RB04983,2024-11-25,ASIA-PACIFIC,Krating Daeng 250,f1 sponsorship,60,524,19361.25,2,2.0
RB06350,2024-12-31,TH-CENTRAL,Original Blue,extreme sports,80,514,10396.8,2,2.0
RB08294,2023-02-14,TH-NORTH,Tropical Edition,Social Media,85,827,49938.32,3,6.0
RB04104,2023-03-02,TH-SOUTH,Sugarfree,f1 sponsorship,90,463,59233.48,1,4.0
RB08455,2023-10-14,TH-EAST,Original Blue,in-store promo,80,699,43391.11,3,6.0
RB08287,2024-06-21,TH-EAST,Sugarfree,in-store promo,90,639,22565.23,2,5.0
RB09235,2023-10-05,TH-EAST,Sugarfree,TV Ad,90,325,35685.76,5,8.0
RB00926,2024-06-23,TH-CENTRAL,Tropical Edition,Social Media,85,526,35446.96,1,3.0
RB08028,2023-04-12,EUROPE-EU,Krating Daeng 250,f1 sponsorship,60,565,28534.95,5,5.0
RB07592,2024-08-29,USA-WEST,Original Blue,Social Media,80,536,18573.92,1,8.0
RB06822,2023-04-11,TH-EAST,Krating Daeng 250,f1 sponsorship,60,352,21106.17,2,9.0
RB03718,2024-06-24,TH-SOUTH,Original Blue,f1 sponsorship,80,444,24662.51,3,7.0
RB03657,2023-10-19,TH-EAST,Krating Daeng 250,f1 sponsorship,60,365,32658.19,2,9.0
RB05587,2023-06-26,TH-CENTRAL,Original Blue,f1 sponsorship,80,449,28339.07,1,5.0
RB06457,2024-08-30,USA-WEST,Sugarfree,in-store promo,90,527,50008.15,2,6.0
RB02931,2024-05-05,TH-SOUTH,Krating Daeng 250,extreme sports,60,558,33980.48,2,4.0
RB01764,2024-03-08,TH-NORTH,Red Edition,in-store promo,75,670,21646.88,2,10.0
RB00938,2024-11-10,USA-EAST,Original Blue,Social Media,80,564,51667.13,1,8.0
RB01884,2024-06-17,TH-EAST,Krating Daeng 250,TV Ad,60,512,23460.73,1,8.0
RB00034,2024-02-12,TH-SOUTH,Tropical Edition,extreme sports,85,513,10769.13,3,9.0
RB01533,2024-03-09,EUROPE-EU,Krating Daeng 250,extreme sports,60,443,34530.3,4,3.0
RB09557,2024-05-06,USA-EAST,Original Blue,TV Ad,80,206,58296.46,1,8.0
RB03148,2023-02-04,TH-CENTRAL,Krating Daeng 250,TV Ad,60,487,59988.49,2,2.0
RB09208,2024-05-07,EUROPE-EU,Original Blue,f1 sponsorship,80,448,29384.85,2,8.0
RB01061,2023-05-13,USA-EAST,Sugarfree,in-store promo,90,507,47764.46,5,7.0
RB04460,2024-02-15,ASIA-PACIFIC,Sugarfree,f1 sponsorship,90,460,12246.8,4,6.0
RB03621,2023-09-10,TH-EAST,Krating Daeng 250,Social Media,60,723,58161.63,1,4.0
RB07080,2023-03-18,USA-WEST,Tropical Edition,Social Media,85,534,15435.4,2,9.0
RB01409,2024-08-27,TH-CENTRAL,Tropical Edition,f1 sponsorship,85,593,48703.59,2,4.0
RB08773,2024-10-22,TH-NORTH,Tropical Edition,f1 sponsorship,85,656,34789.56,4,4.0
RB03342,2024-02-16,TH-SOUTH,Krating Daeng 250,extreme sports,60,458,9421.98,3,4.0
RB07022,2023-11-25,TH-EAST,Krating Daeng 250,extreme sports,60,575,47279.02,2,3.0
RB02417,2023-08-30,TH-SOUTH,Red Edition,in-store promo,75,531,39695.11,1,9.0
RB07218,2024-12-25,TH-NORTH,Sugarfree,TV Ad,90,509,11201.77,3,6.0
RB07142,2023-06-14,TH-SOUTH,Red Edition,in-store promo,75,669,23599.59,3,7.0
RB06511,2023-04-02,TH-EAST,Sugarfree,extreme sports,90,551,32948.44,5,4.0
RB05165,2023-08-19,USA-EAST,Krating Daeng 250,in-store promo,60,539,42754.51,2,4.0
RB04167,2023-08-07,USA-WEST,Sugarfree,f1 sponsorship,90,481,58737.28,2,3.0
RB00091,2024-07-12,TH-NORTH,Red Edition,extreme sports,75,533,37825.81,2,5.0
RB03781,2024-07-29,TH-NORTH,Sugarfree,in-store promo,90,390,28541.41,0,5.0
RB04682,2023-07-08,TH-SOUTH,Original Blue,TV Ad,80,532,54200.17,5,4.0
RB06088,2023-08-31,USA-WEST,Sugarfree,f1 sponsorship,90,503,44279.21,2,6.0
RB00561,2023-02-10,USA-EAST,Original Blue,in-store promo,80,558,5921.43,1,3.0
RB06844,2024-02-03,EUROPE-EU,Red Edition,TV Ad,75,613,32072.1,5,3.0
RB07800,2023-02-27,USA-EAST,Sugarfree,extreme sports,90,651,43425.31,5,8.0
RB08697,2024-10-11,TH-SOUTH,Original Blue,f1 sponsorship,80,590,27457.34,2,4.0
RB04882,2023-03-01,TH-NORTH,Sugarfree,f1 sponsorship,90,481,49291.88,2,6.0
RB01989,2023-05-27,TH-EAST,Red Edition,extreme sports,75,477,39321.09,0,2.0
RB05937,2023-01-26,EUROPE-EU,Krating Daeng 250,in-store promo,60,444,28009.96,5,3.0
RB05170,2023-04-01,USA-EAST,Original Blue,TV Ad,80,380,16165.6,5,5.0
RB00509,2023-07-16,USA-EAST,Krating Daeng 250,in-store promo,60,638,58598.23,3,6.0
RB03636,2024-11-01,EUROPE-EU,Original Blue,f1 sponsorship,80,504,32658.19,2,4.0
RB09045,2024-10-08,USA-EAST,Original Blue,extreme sports,80,431,58619.83,0,7.0
RB04545,2024-08-31,TH-CENTRAL,Original Blue,Social Media,80,582,28387.34,5,3.0
RB07609,2023-04-19,USA-WEST,Tropical Edition,in-store promo,85,673,13384.07,1,5.0
RB00755,2024-09-13,TH-CENTRAL,Red Edition,in-store promo,75,617,50652.04,3,10.0
RB04495,2023-01-03,TH-EAST,Tropical Edition,extreme sports,85,672,32658.19,2,6.0
RB09535,2023-09-02,USA-EAST,Krating Daeng 250,f1 sponsorship,60,508,55207.35,2,9.0
RB04825,2023-06-20,TH-CENTRAL,Sugarfree,extreme sports,90,550,38978.16,1,9.0
RB01277,2024-01-21,ASIA-PACIFIC,Krating Daeng 250,in-store promo,60,559,6081.83,4,2.0
RB05302,2024-07-01,TH-NORTH,Tropical Edition,Social Media,85,600,51487.75,1,8.0
RB03526,2023-05-28,TH-NORTH,Red Edition,Social Media,75,333,44480.68,1,10.0
RB04540,2024-09-07,TH-EAST,Sugarfree,Social Media,90,597,26059.04,0,4.0
RB06565,2024-11-09,ASIA-PACIFIC,Red Edition,in-store promo,75,442,9254.43,1,4.0
RB02863,2023-06-12,TH-CENTRAL,Sugarfree,in-store promo,90,532,52409.32,2,5.0
RB07856,2023-09-02,TH-CENTRAL,Original Blue,f1 sponsorship,80,513,24709.58,2,8.0
RB03755,2023-04-22,TH-SOUTH,Krating Daeng 250,TV Ad,60,688,29084.84,5,5.0
RB03815,2023-05-13,TH-SOUTH,Tropical Edition,Social Media,85,346,21055.2,0,8.0
RB02203,2023-11-27,TH-SOUTH,Krating Daeng 250,f1 sponsorship,60,528,32658.19,3,7.0
RB05994-DUP,2023-11-14,TH-SOUTH,Red Edition,TV Ad,75,544,50451.81,1,10.0
